taxaEntrada	mediaSessoes	maximoSessoes	mediaTempoSessao	mediaTempoResposta	utilizacaoCliente	utilizacaoAplicacaoCpu	utilizacaoAplicacaoHd	utilizacaoJossoAgentCpu	utilizacaoJossoAgentHd	utilizacaoJossoGatewayCpu	utilizacaoJossoGatewayHd	utilizacaoBdCpu	utilizacaoBdHd	tempoRespostaAcessarPaginaInicial	tempoRespostaRecuperarSenha	tempoRespostaEfetuarLogin	tempoRespostaAcessarPaginaInicialRestrita	tempoRespostaAlterarSenha	tempoRespostaAcessarUmSistema	tempoRespostaEfetuarLogout
6.0	471.8353495129958	542	78.45192966659731	0.06798997683881473	0.0	0.27570502148769976	0.32044041115057686	0.0360966914737068	0.04515390381883574	0.043621763634005835	0.05446502012806783	0.13134055078858445	0.20669297234469652	0.023504072043014003	0.10394590898898363	0.13855668182936393	0.027340756630703462	0.09815426849143528	0.023547961293808928	0.06088018859439395
6.5	519.0570505841156	581	79.0286981786554	0.07047743306374683	0.0	0.303695055557974	0.35123437533066526	0.03900072607227189	0.04951253776740728	0.047782295154306854	0.059693764456695705	0.14464383481281454	0.22767000112157662	0.024994489777504073	0.10863095241618137	0.14130677919617451	0.028683151511251764	0.10318823629580548	0.024898810472471094	0.06163961177683954
7.0	550.0760638176638	618	77.41810761249802	0.07237919145550517	0.0	0.3249622804845714	0.3778976508598743	0.04293377927495938	0.05267676393143257	0.05147150198772789	0.06446768681172134	0.1552518510872756	0.24467096643246905	0.02701703161048452	0.10966108166238396	0.1438311965654	0.03049943626647617	0.10574246259018473	0.02696392370479373	0.0629392077888131
7.5	594.4342443777919	691	78.08667756153059	0.07449011291545539	0.0	0.3481267743498533	0.4050299463950252	0.04558948615945897	0.05765891300481167	0.05529663794186754	0.06876795088718075	0.16675461544708814	0.26261969851225586	0.02847809607095221	0.11319441973899765	0.1457381043102434	0.032014163550266775	0.10811789215592266	0.029190792035345876	0.06469732254645919
8.0	620.0165792901466	683	77.58939786832097	0.07646182015640514	0.0	0.3670973181825116	0.42982054420387766	0.0484902278018334	0.06028440118458933	0.05794052271568886	0.07242689887234353	0.17667419612548924	0.2722838032064001	0.03045919364136752	0.11482230415646244	0.14808846564661857	0.033639962201276095	0.1099752891054192	0.030687877493570086	0.0675596488501221
8.5	667.3264567862207	753	78.35234252745754	0.07935011481867875	0.0	0.39327173072367844	0.45708235417482457	0.05122049647653563	0.06370896482735536	0.061026306730217854	0.07672351056657421	0.18760671022470501	0.2958702746504692	0.03238235299702847	0.11899014837325535	0.15078498279319985	0.035713839005454835	0.11618709029924586	0.03261849977610815	0.0687738904864588
9.0	710.3674653408344	788	78.018406136479	0.0822990140091578	0.0	0.4178055766625401	0.4868762152591286	0.054556785241930285	0.06819331900862956	0.06599443665235744	0.0823257500532589	0.19785750465860794	0.31354269891147035	0.03526657227255703	0.12137035265985374	0.15516911768181443	0.038746697124746536	0.11702318612680176	0.03554470950820542	0.07297246269012565
9.5	742.0285320239777	817	77.39788353867503	0.08427884221027984	0.0	0.4384100418096051	0.5057667393236056	0.05738806711380233	0.07127564071652145	0.06873279463177678	0.08749553372923742	0.20945541766129688	0.33048958532066725	0.03672981155580212	0.12469665391435862	0.1571677310001884	0.040060432915874966	0.1202275115565171	0.036855628887474526	0.07421412564174316
10.0	779.6638061176227	870	78.03287074413501	0.08738917156724156	0.0	0.4588418613883279	0.5291214532406514	0.060479420920505705	0.07507136086582387	0.07218967459225172	0.09025636598257256	0.21919518064362353	0.34127660806459154	0.03883092755472337	0.1283570755941304	0.1606560361301243	0.04243196897455155	0.12403934075017518	0.039142689068404804	0.07826616289858128
10.5	825.4024448558712	909	77.94273049955825	0.09181172430214	0.0	0.4863376706389715	0.5620642988770165	0.06385519984167184	0.07962766439454905	0.07633190119225974	0.09576100235810975	0.23272143182888488	0.36303752975899284	0.043800831545533436	0.1329871952793996	0.16612245859943783	0.046734957818418986	0.12931910798107155	0.04322714005639659	0.08049037883472203
11.0	861.9424118685107	964	78.20810316613951	0.09592234672138879	0.0	0.5084579058535156	0.5897186241402939	0.06620430155608736	0.08323315689963957	0.07900734466918745	0.09908187749867287	0.2431285103104872	0.3802883396450713	0.04680284326241008	0.13912249583313005	0.1696657650868716	0.049788332694341395	0.13439822125724143	0.04664068610231429	0.08503808281341264
11.5	898.0263210867845	996	77.4844454792097	0.09996478350751163	0.0	0.529240678070584	0.6163811540300047	0.07028761214760096	0.08765831623847574	0.08458451579482658	0.10501797256612189	0.2527131186519619	0.4001621368764856	0.05009406917101576	0.14364967002513868	0.17563544049398477	0.053244930473044676	0.13995450958940311	0.050002484745977925	0.08717238005401656
12.0	950.3290804939245	1057	78.00013788866323	0.10539652129037218	0.0	0.5562765914036636	0.6501782512732132	0.07255262066425278	0.09066871933284439	0.0875836671522861	0.10884449991486883	0.2671237731146586	0.4137773825892635	0.05512613921950452	0.14914236924101226	0.18046564225331235	0.05885492352632354	0.1464001681986068	0.05611544217081331	0.09167096442303246
12.5	992.3003929192778	1109	78.22240397130804	0.1107522386476225	0.0	0.5795583751266171	0.6754355760177144	0.07582743469453491	0.09398996669596237	0.09132019836644416	0.11448151720817738	0.27610938096426674	0.43563867496515535	0.05984899889770795	0.15602137357848464	0.18613239415874402	0.06330196449218055	0.152565362479847	0.06057524319191014	0.09682033373448319
13.0	1035.3937896471184	1141	78.76707373116497	0.11786048507426086	0.0	0.6045327327350313	0.7010532605546149	0.07941544447581683	0.09899602945081963	0.09499736445226593	0.1184439260048589	0.2901350150977699	0.45375507469259024	0.06588352348971838	0.16419887112288886	0.1945284454269727	0.07005169033262573	0.16058522825511	0.06734227083009989	0.10243336606241053
13.5	1065.389805533935	1174	78.26556303005479	0.12354809070995297	0.0	0.625923931633361	0.7239805351105258	0.08117526642967247	0.10196528735212945	0.09822121342049087	0.1230179895381576	0.2967961802506373	0.4644935653222698	0.0715890863965823	0.1691770765076919	0.1996094244472091	0.07494153641978156	0.16649661909945107	0.07245507809713693	0.11056781400181802
14.0	1112.5563758168041	1235	78.49099106672342	0.13460122929555612	0.0	0.653631399152693	0.7591972961612885	0.08538421350785398	0.10760007554364566	0.1024499494603796	0.12753141989835132	0.311069035158358	0.48645057878187675	0.08149251660055931	0.1822995750056346	0.21241193865014601	0.08504461036700285	0.18008027824163259	0.0824331512778281	0.1184465349260893
14.5	1141.0917405379678	1248	78.4166934958754	0.14304471466459742	0.0	0.6699392173022066	0.7761774306347291	0.08737294290107872	0.10904078122144863	0.10424423298391916	0.13123407515226096	0.32062888537070866	0.5029178754831197	0.08889712448054243	0.191895511610838	0.22127095777682207	0.09279903344434465	0.18865604435301833	0.09037121607003297	0.12742311491658354
15.0	1187.8153841865094	1305	78.72649816244213	0.15434714458024595	0.0	0.6920649100396136	0.804505668393238	0.09144200814315434	0.11334984098306775	0.10852679889352841	0.13507489916984933	0.33105822263648016	0.5182666013113743	0.0998873797181506	0.20390467894354616	0.23351177868729744	0.10351631281150396	0.200621748375965	0.10052877611869099	0.1384593374065674
15.5	1229.2854864318258	1353	78.65909912535355	0.17431541505232553	0.0	0.7177365291510789	0.8320062144779218	0.09363742831971858	0.11716484965547934	0.11241552444476281	0.14142476647603577	0.34171493566696926	0.5353225341561632	0.11929072391388923	0.22388449319202472	0.253913798227048	0.12353481783269556	0.22286929460896351	0.1202610923675164	0.15645368522414127
16.0	1267.1193493406333	1361	78.41914360283035	0.19170215583665665	0.0	0.7397766303579025	0.8593497782582539	0.096966377996354	0.12054845100200613	0.1165588107750341	0.14499372423985868	0.3589404334197098	0.5574563433678387	0.13565960070603705	0.24135179533904438	0.27138809264631003	0.13946531118566935	0.24286150800497014	0.13738740214921447	0.17380138082535085
16.5	1328.1105183839868	1460	79.63623419985606	0.23670115909246187	0.0	0.7698409120294155	0.892526288115454	0.10125808647029987	0.12465361115773717	0.1212515480717229	0.14932510831211232	0.3676067970010603	0.574069512856033	0.17811048717058053	0.2880173254669224	0.3175595767780002	0.18435713250664126	0.2889730979365214	0.1815916378085207	0.2182988559800466
17.0	1358.6077195130565	1467	79.2635338150297	0.26969264965071144	0.0	0.788448822690432	0.9160127654728144	0.10320385921171175	0.12849144625818906	0.12474948506388846	0.15572670093945873	0.3790493587894238	0.5873353617594724	0.21229347987200226	0.320433526551108	0.3504040945258076	0.21761524215952832	0.32161600161292175	0.21583368342078132	0.24965251941283126
17.5	1403.4077604380147	1528	79.51393150246189	0.36288338550619065	0.0	0.8114242724952018	0.9428202153954071	0.10579160196657988	0.13254121139910563	0.1272998522562076	0.15986449101045905	0.38721919867371896	0.6094889897898702	0.30110836881508013	0.41252370817022943	0.44383416332192566	0.30880497259393247	0.417777434390547	0.305127301817229	0.35100774943439117
18.0	1448.1205573425996	1630	80.41221693927787	0.4935197474711871	0.0	0.829738819266725	0.9578422694715313	0.10821500312701264	0.13559992285898553	0.13021820230096656	0.16219898385137488	0.394366797243321	0.6209466214728624	0.43017565646753253	0.5417043438570863	0.5744340101051147	0.44031662210188266	0.5538942557669648	0.4373140861280107	0.4767992578717178
18.5	1918.9993482228588	2378	102.79298763031302	4.635071656304616	0.0	0.8522040605965792	0.984827446714289	0.11154511289055388	0.13978248897324413	0.13246709478842647	0.16838999623367923	0.4064475241965366	0.6362058880479003	4.516942277165269	4.6930918735234055	4.6694925797547375	4.611409352972241	4.705352106614798	4.6252247376679705	4.623988666433887
19.0	2933.379808502115	4715	150.8209819067477	14.426841448625385	0.0	0.8577091510157776	0.9859904157054746	0.11250087875942529	0.14077446279606137	0.13385670177694292	0.1682907773227817	0.40916292327153253	0.6379740101594045	14.124004755780305	14.213393745473887	14.303132227338402	14.481958445144537	14.677015942507454	14.500416087186766	14.68796893694635
19.5	3701.119821525805	5655	187.8471984486551	21.750630215055256	0.0	0.8618446245435689	0.9875842474514284	0.11314081791758757	0.14178784537520356	0.1359740253631675	0.16976933015963394	0.41362646090073696	0.6442596925635228	21.28517692654217	21.38317834230409	21.54993303594814	21.873807081056515	22.02818554335837	21.94311187243528	22.191018703742234
20.0	5408.578386237604	9232	258.29075045243457	37.96798484638605	0.0	0.870000313332677	0.9896624508449563	0.11519557048924252	0.14330223063525596	0.13872605077485595	0.17204038143623035	0.4158948224826981	0.6493356453970079	37.356932306180404	37.607206130719355	37.566737006686225	38.221178137141465	38.543719835411316	38.321682344002255	38.15843816456136
20.5	6332.903935238092	11569	291.2591202460173	46.60628961115629	0.0	0.8759636759324252	0.9901293286366822	0.11481879777989923	0.14213809322663754	0.13781439608541943	0.17204081577857536	0.41743069438122943	0.651279991676835	45.98844724551137	46.17628749358814	46.16227451642998	46.96532437369836	47.49699030923391	47.05974847986314	46.394954859769165
21.0	7209.892738182582	13596	319.84441007353735	54.87141640202645	0.0	0.8832711329402515	0.9903579742478934	0.11516288606313985	0.14518299804965598	0.14024329973431693	0.17334077599075962	0.41971792483240167	0.653642357675521	54.25293977606817	54.38802626850617	54.511455868463564	55.261566925759475	55.4846401624155	55.38680903776326	54.81447677520901
21.5	8522.410880847603	16119	365.28997672275733	66.77388791243874	0.0	0.8908116326239499	0.9916851598419762	0.1168899275849417	0.14709760638164612	0.14065642243598317	0.17575827003749142	0.4236956269712524	0.663649571970773	65.9522428708911	65.57701919617607	66.43270361265662	67.27889606314402	67.42792708200933	67.26707037654162	67.48135618565239
22.0	9973.271980033165	18718	414.28514447685825	80.19329198008712	0.0	0.896057066149614	0.9929797142732905	0.1185186545897614	0.14663502217002122	0.14173440122292696	0.17767998407120922	0.42597814222173946	0.6620268175877083	79.03334389568148	79.09292932047569	79.25399877659935	80.62326614822562	81.23174173405074	80.75716942078914	81.3605945647879
22.5	10791.00186451795	20658	433.93895825703083	88.0796425929155	0.0	0.8990110231763203	0.9923702892838365	0.11821988958689976	0.1485229164639067	0.14180826151432557	0.17799684049502007	0.4259115374852176	0.6652393855719319	86.96088922962831	86.78321470587439	87.09782532230284	88.61193071274074	89.45895233482767	88.78522993098365	88.85945591405098
23.0	11881.693871592772	22799	465.9546681762258	97.82618484953863	0.0	0.9079919996010398	0.9939423798976158	0.12001722959947182	0.15001438895159205	0.14393343476304657	0.1793803643934156	0.43017243496734414	0.664851549704086	96.90152791818677	97.22549935038192	97.12201790932839	98.47484290948398	99.18411774881547	98.65163574612339	97.22365236445043
23.5	12905.367195575793	25190	489.88958215796487	106.98803261915896	0.0	0.9191582034182404	0.9936738768370529	0.12040948480293336	0.15020055675457353	0.14401998117747158	0.18086881283753664	0.4311450153529457	0.6720931415881463	105.73615131958572	105.49953528420995	105.95463267863421	107.38777634980343	108.65102551864594	107.52957770233229	108.15752948090123
24.0	14027.104702014667	27254	516.1474304851915	116.88297513490991	0.0	0.9209963739493865	0.993828250567781	0.12053999145624841	0.1508337184859663	0.14477048462925515	0.1814269213901557	0.4351713684545448	0.6775317003499285	115.90801437996807	116.18243333725638	116.28203753925243	117.61283910666656	116.92970167810738	117.81459026827801	117.45120963484055
24.5	15475.670153266645	30140	555.5196098222084	129.8073303635412	0.0	0.9235086472363493	0.994155078103552	0.12156717210886347	0.1506717283447511	0.14547600235002267	0.18238171414986643	0.43361531736448305	0.6748502574752147	128.2684029389507	128.5700877640798	128.52622764007512	130.51300215445124	131.4218999843621	130.80666756392537	130.54502449894406
25.0	16702.061734839695	32074	586.369660464361	141.21313158359368	0.0	0.9318590011445527	0.9944878515546747	0.12211042481856303	0.15343320693227244	0.1464652467539942	0.18313522500559212	0.43619230953522037	0.6813603172790196	138.83541879386846	138.81161705927155	139.30915009923532	142.11872917847896	143.37254751269492	142.40662551876426	143.6378329228421
25.5	17686.712431733366	34423	600.0968451564296	148.97669186915206	0.0	0.9393175626858863	0.9939250879505862	0.12343793453211094	0.1541928330992184	0.1475513569913864	0.1845215975424827	0.4402560504842696	0.6884738266030092	147.43328373867473	147.721033434974	147.92672267385785	149.54068495829512	151.55037724614607	149.74978510091904	148.91495593119765
26.0	18546.656337032517	36553	609.6575246249388	156.46887787636948	0.0	0.9453212569919882	0.9946019788201252	0.12324734838533874	0.1529766302980716	0.14771080833555222	0.18476505373112845	0.44061118027331303	0.6837926529467703	155.32566582119566	155.53316525158607	155.23020951967257	157.21015259412664	156.54123058365101	157.49824625686972	157.94347510748446
26.5	19551.82553401922	38934	627.6056378941436	164.23564799421223	0.0	0.9448701278977647	0.9948146900937053	0.12386792682047776	0.15498940529709723	0.14879192164535932	0.18630213395258005	0.4419394607657091	0.6849506129034754	163.05722188565971	163.41787467923953	163.26424482809256	164.87766897697787	164.6765240681015	165.16715400648184	165.1888475149326
27.0	20613.100813661742	40741	653.3506808612345	173.5927178250204	0.0	0.9557578948386966	0.9954053360500881	0.1243243790676109	0.1561231016248053	0.15028684020266528	0.18700779409706805	0.44312470226515754	0.6863689166640192	172.1233994901069	172.5066234698009	172.0823262939233	174.30101663938407	175.57412046711224	174.44328658581165	174.1182518290037
27.5	22237.857496065048	43837	679.5467454175207	186.4619692851861	0.0	0.9648353278847231	0.9956356780914859	0.12551296796449968	0.15677614189904668	0.15025708438934857	0.19048624347988283	0.4461803755952684	0.69012944306654	184.75976876604122	184.60422033537222	185.20021570263748	187.7718874385073	187.2177741718668	188.00296545180618	187.67695313007135
28.0	22888.323301470566	45154	690.860550894782	193.08472354886482	0.0	0.9636851428519779	0.9967353753161192	0.12564264461728789	0.15615444538861997	0.15115460755892693	0.18900237650694135	0.44489732585227887	0.690766567625496	191.77017026537268	191.46191385764308	191.38232083185358	194.05978743796504	194.67828422079572	194.28380051068785	193.95678771773578
28.5	23704.388762148275	46563	703.6341593648871	200.31727272124292	0.0	0.9692738404223077	0.9947167943557728	0.12580465975800575	0.15776931577276299	0.15138656118567742	0.19011615760005046	0.44788237949150417	0.6968792222815049	197.87030188168976	197.9959999447359	198.48171649324914	201.22004107417578	203.08625467790432	202.0790657543214	201.48752922262412
29.0	25008.59455256636	49158	722.0557848468601	211.05021443072255	0.0	0.9765378594272451	0.995970902342991	0.12656400226469644	0.15811408275954664	0.15165696847016422	0.1890491754723916	0.4486325220764322	0.6978784473556928	208.87737745630804	210.92584326009316	208.56628185869877	211.46062373886113	211.73245791468895	211.94218388779535	213.84673289861243
29.5	26137.235230630566	51865	735.3618606126062	218.68849711533701	0.0	0.985132350737232	0.9956464628431151	0.1264116695611456	0.1585085144855588	0.15289535901541776	0.18972911259482123	0.4485293490789567	0.6980947703467678	217.98106111543743	216.81232813957155	217.68788602392303	219.69531826011885	219.73311739916554	219.86330507235968	219.046463796783
30.0	27034.245159598646	53794	747.1386424046842	226.5109221251542	0.0	0.9861318071257761	0.9961386375061699	0.12663150082567604	0.1590289486727146	0.15333642111646845	0.19119329284386904	0.45157361858567846	0.6981512652556723	225.37687389680053	224.01341886250904	225.34606464938207	229.2100046266653	227.97938749854575	229.78383275686917	223.86687258530765
